HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals
Antigua and Barbuda,Curaçao,2018,3,0,3
Bermuda,Barbados,2018,3,2,5
Guyana,Suriname,2018,6,1,7
Saint Kitts and Nevis,U.S. Virgin Islands,2018,7,0,7
Trinidad and Tobago,Grenada,2018,13,0,13
Curaçao,Saint Vincent and the Grenadines,2018,1,0,1
Antigua and Barbuda,Saint Lucia,2018,1,0,1
Suriname,Bermuda,2018,0,1,1
Guyana,Barbados,2018,0,0,0
Algeria,Ethiopia,2018,3,1,4
Ivory Coast,Mali,2018,2,2,4
Gambia,Nigeria,2018,0,1,1
Congo,Cameroon,2018,0,5,5
Kenya,Equatorial Guinea,2018,2,1,3
Lesotho,South Africa,2018,0,1,1
Zambia,Zimbabwe,2018,0,1,1
Wales,Bosnia and Herzegovina,2018,1,0,1
Scotland,Belarus,2018,2,1,3
Sweden,Croatia,2018,4,0,4
Faroe Islands,Slovenia,2018,0,4,4
Spain,Israel,2018,2,0,2
United States,China PR,2018,1,0,1
Russia,England,2018,1,3,4
Republic of Ireland,Norway,2018,0,2,2
Northern Ireland,Netherlands,2018,0,5,5
Ukraine,Denmark,2018,1,5,6
Italy,Portugal,2018,3,0,3
Finland,Austria,2018,0,2,2
Cameroon,Congo,2018,5,0,5
Ethiopia,Algeria,2018,2,3,5
Mali,Ivory Coast,2018,0,0,0
South Africa,Lesotho,2018,6,0,6
Zimbabwe,Zambia,2018,1,2,3
Moldova,Belgium,2018,0,7,7
Nigeria,Gambia,2018,6,0,6
Iceland,Slovenia,2018,2,0,2
Bosnia and Herzegovina,Kazakhstan,2018,0,2,2
Wales,Russia,2018,3,0,3
Poland,Scotland,2018,2,3,5
Belarus,Switzerland,2018,0,5,5
Norway,Republic of Ireland,2018,1,0,1
Netherlands,Slovakia,2018,1,0,1
Denmark,Hungary,2018,5,1,6
Ukraine,Sweden,2018,1,0,1
Czech Republic,Faroe Islands,2018,4,1,5
Romania,Portugal,2018,1,1,2
Serbia,Finland,2018,0,2,2
Israel,Austria,2018,0,6,6
United States,China PR,2018,2,1,3
Brazil,Australia,2018,1,3,4
United States,Japan,2018,4,2,6
Japan,Brazil,2018,1,2,3
United States,Australia,2018,1,1,2
Australia,Japan,2018,2,0,2
United States,Brazil,2018,4,1,5
American Samoa,Solomon Islands,2018,0,2,2
Fiji,Vanuatu,2018,5,1,6
Cuba,Trinidad and Tobago,2018,2,3,5
Jamaica,Antigua and Barbuda,2018,9,0,9
Vanuatu,American Samoa,2018,1,0,1
Fiji,Solomon Islands,2018,0,0,0
Panama,Nicaragua,2018,4,0,4
Costa Rica,El Salvador,2018,11,0,11
Antigua and Barbuda,Cuba,2018,0,7,7
Jamaica,Bermuda,2018,4,0,4
Costa Rica,Nicaragua,2018,4,1,5
El Salvador,Panama,2018,2,6,8
Trinidad and Tobago,Antigua and Barbuda,2018,5,0,5
Cuba,Bermuda,2018,2,0,2
Solomon Islands,Vanuatu,2018,0,1,1
Fiji,American Samoa,2018,2,0,2
Russia,Kazakhstan,2018,3,0,3
Scotland,Switzerland,2018,2,1,3
Sweden,Ukraine,2018,3,0,3
Denmark,Croatia,2018,1,1,2
Moldova,Portugal,2018,0,7,7
El Salvador,Nicaragua,2018,2,2,4
Costa Rica,Panama,2018,3,1,4
Antigua and Barbuda,Bermuda,2018,0,5,5
Jamaica,Trinidad and Tobago,2018,4,1,5
Wales,England,2018,0,3,3
Belarus,Poland,2018,1,4,5
Republic of Ireland,Northern Ireland,2018,4,0,4
Slovakia,Norway,2018,0,4,4
Czech Republic,Slovenia,2018,2,0,2
Romania,Belgium,2018,0,1,1
Spain,Finland,2018,5,1,6
United States,Chile,2018,3,0,3
Iceland,Germany,2018,0,2,2
Bermuda,Trinidad and Tobago,2018,0,3,3
Jamaica,Cuba,2018,6,1,7
Russia,Bosnia and Herzegovina,2018,3,0,3
Kazakhstan,England,2018,0,6,6
Poland,Switzerland,2018,0,0,0
Albania,Scotland,2018,1,2,3
Norway,Netherlands,2018,2,1,3
Northern Ireland,Slovakia,2018,0,1,1
Denmark,Sweden,2018,0,1,1
Ukraine,Hungary,2018,2,0,2
Iceland,Czech Republic,2018,1,1,2
Faroe Islands,Germany,2018,0,8,8
Belgium,Italy,2018,2,1,3
Portugal,Romania,2018,5,1,6
Austria,Finland,2018,4,1,5
Spain,Serbia,2018,3,0,3
United States,Chile,2018,4,0,4
Trinidad and Tobago,Panama,2018,0,3,3
United States,Mexico,2018,6,0,6
Thailand,Finland,2018,1,3,4
China PR,Portugal,2018,0,0,0
Costa Rica,Cuba,2018,8,0,8
Canada,Jamaica,2018,2,0,2
Netherlands,Denmark,2018,2,0,2
Belgium,Switzerland,2018,2,2,4
Thailand,Portugal,2018,1,4,5
China PR,Finland,2018,2,1,3
United States,Panama,2018,5,0,5
Mexico,Trinidad and Tobago,2018,4,1,5
Jamaica,Costa Rica,2018,1,0,1
Cuba,Canada,2018,0,12,12
Portugal,Finland,2018,0,0,0
China PR,Thailand,2018,2,0,2
Denmark,Netherlands,2018,1,2,3
Switzerland,Belgium,2018,1,1,2
Panama,Mexico,2018,2,0,2
United States,Trinidad and Tobago,2018,7,0,7
Cuba,Jamaica,2018,0,9,9
Costa Rica,Canada,2018,1,3,4
Panama,Canada,2018,0,7,7
United States,Jamaica,2018,6,0,6
Panama,Jamaica,2018,2,2,4
United States,Canada,2018,2,0,2
Portugal,United States,2018,0,1,1
Argentina,Panama,2018,4,0,4
Netherlands,Switzerland,2018,3,0,3
Switzerland,Netherlands,2018,1,1,2
Panama,Argentina,2018,1,1,2
Scotland,United States,2018,0,1,1
Ghana,Algeria,2018,1,0,1
Mali,Cameroon,2018,1,2,3
Nigeria,South Africa,2018,0,1,1
Zambia,Equatorial Guinea,2018,5,0,5
Samoa,Papua New Guinea,2018,0,5,5
New Caledonia,Tahiti,2018,4,2,6
New Zealand,Tonga,2018,11,0,11
Cook Islands,Fiji,2018,0,3,3
Ghana,Mali,2018,1,2,3
Cameroon,Algeria,2018,3,0,3
Nigeria,Zambia,2018,4,0,4
Equatorial Guinea,South Africa,2018,1,7,8
Tahiti,Samoa,2018,5,5,10
New Caledonia,Papua New Guinea,2018,2,6,8
Tonga,Fiji,2018,0,12,12
New Zealand,Cook Islands,2018,6,0,6
Ghana,Cameroon,2018,1,1,2
Algeria,Mali,2018,2,3,5
Equatorial Guinea,Nigeria,2018,0,6,6
South Africa,Zambia,2018,1,1,2
Papua New Guinea,Tahiti,2018,3,1,4
New Caledonia,Samoa,2018,2,0,2
Tonga,Cook Islands,2018,1,0,1
Fiji,New Zealand,2018,0,10,10
Cameroon,Nigeria,2018,0,0,0
South Africa,Mali,2018,2,0,2
Papua New Guinea,Fiji,2018,1,5,6
New Caledonia,New Zealand,2018,0,8,8
Cameroon,Mali,2018,4,2,6
Nigeria,South Africa,2018,0,0,0
New Caledonia,Papua New Guinea,2018,1,7,8
Fiji,New Zealand,2018,0,8,8
South Korea,Romania,2019,3,0,3
China PR,Nigeria,2019,3,0,3
France,United States,2019,3,1,4
Romania,Nigeria,2019,1,4,5
China PR,South Korea,2019,1,0,1
Spain,United States,2019,0,1,1
Myanmar,Nepal,2019,3,0,3
India,Iran,2019,1,0,1
Myanmar,Iran,2019,2,0,2
India,Nepal,2019,1,2,3
Iran,Nepal,2019,0,3,3
India,Myanmar,2019,0,2,2
Myanmar,Nepal,2019,3,1,4
Canada,Iceland,2019,0,0,0
Spain,Netherlands,2019,2,0,2
Norway,Denmark,2019,2,1,3
Sweden,Switzerland,2019,4,1,5
United States,Japan,2019,2,2,4
England,Brazil,2019,2,1,3
South Africa,Finland,2019,2,2,4
North Korea,Czech Republic,2019,4,2,6
Mexico,Italy,2019,0,5,5
Thailand,Hungary,2019,4,0,4
Belgium,Slovakia,2019,3,0,3
Nigeria,Austria,2019,1,4,5
India,Uzbekistan,2019,0,1,1
Romania,Turkmenistan,2019,13,0,13
Jordan,Northern Ireland,2019,0,6,6
Argentina,South Korea,2019,0,5,5
Australia,New Zealand,2019,2,0,2
Scotland,Canada,2019,0,1,1
Poland,Spain,2019,3,0,3
China PR,Norway,2019,1,3,4
Portugal,Sweden,2019,2,1,3
Finland,Czech Republic,2019,1,2,3
South Africa,North Korea,2019,1,4,5
Thailand,Mexico,2019,1,2,3
Hungary,Italy,2019,0,3,3
Slovakia,Nigeria,2019,3,4,7
Austria,Belgium,2019,0,0,0
Turkmenistan,India,2019,0,10,10
Uzbekistan,Romania,2019,0,1,1
Kazakhstan,Jordan,2019,1,1,2
Brazil,Japan,2019,1,3,4
United States,England,2019,2,2,4
Uzbekistan,Turkmenistan,2019,11,1,12
Romania,India,2019,3,0,3
Northern Ireland,Kazakhstan,2019,4,0,4
Argentina,New Zealand,2019,0,2,2
Australia,South Korea,2019,4,1,5
Iceland,Scotland,2019,1,4,5
Netherlands,Poland,2019,0,1,1
Denmark,China PR,2019,1,0,1
Portugal,Switzerland,2019,1,3,4
Czech Republic,South Africa,2019,2,1,3
Finland,North Korea,2019,0,1,1
Italy,Thailand,2019,4,1,5
Mexico,Hungary,2019,3,3,6
Slovakia,Austria,2019,0,1,1
Nigeria,Belgium,2019,0,1,1
Japan,England,2019,0,3,3
United States,Brazil,2019,1,0,1
Jordan,Turkmenistan,2019,3,0,3
India,Kazakhstan,2019,0,0,0
Uzbekistan,Northern Ireland,2019,1,2,3
China PR,Netherlands,2019,1,1,2
Portugal,Iceland,2019,1,4,5
Switzerland,Spain,2019,0,2,2
Scotland,Denmark,2019,1,0,1
Canada,Sweden,2019,0,0,0
Poland,Norway,2019,0,3,3
Slovakia,Hungary,2019,2,3,5
Finland,South Africa,2019,3,0,3
Nigeria,Thailand,2019,3,0,3
Czech Republic,Mexico,2019,1,2,3
Austria,Belgium,2019,0,0,0
North Korea,Italy,2019,3,3,6
South Korea,New Zealand,2019,2,0,2
Australia,Argentina,2019,3,0,3
United States,Australia,2019,5,3,8
United States,Belgium,2019,6,0,6
United States,South Africa,2019,3,0,3
United States,New Zealand,2019,5,0,5
United States,Mexico,2019,3,0,3
France,South Korea,2019,4,0,4
Norway,Nigeria,2019,3,0,3
Germany,China PR,2019,1,0,1
Spain,South Africa,2019,3,1,4
Australia,Italy,2019,1,2,3
Brazil,Jamaica,2019,3,0,3
England,Scotland,2019,2,1,3
Argentina,Japan,2019,0,0,0
Canada,Cameroon,2019,1,0,1
New Zealand,Netherlands,2019,0,1,1
Chile,Sweden,2019,0,2,2
United States,Thailand,2019,13,0,13
Nigeria,South Korea,2019,2,0,2
France,Norway,2019,2,1,3
Germany,Spain,2019,1,0,1
South Africa,China PR,2019,0,1,1
Australia,Brazil,2019,3,2,5
Jamaica,Italy,2019,0,5,5
Japan,Scotland,2019,2,1,3
England,Argentina,2019,1,0,1
Netherlands,Cameroon,2019,3,1,4
Canada,New Zealand,2019,2,0,2
Sweden,Thailand,2019,5,1,6
United States,Chile,2019,3,0,3
France,Nigeria,2019,1,0,1
South Korea,Norway,2019,1,2,3
South Africa,Germany,2019,0,4,4
China PR,Spain,2019,0,0,0
Jamaica,Australia,2019,1,4,5
Italy,Brazil,2019,0,1,1
Japan,England,2019,0,2,2
Scotland,Argentina,2019,3,3,6
Netherlands,Canada,2019,2,1,3
Cameroon,New Zealand,2019,2,1,3
Sweden,United States,2019,0,2,2
Thailand,Chile,2019,0,2,2
Montenegro,Greece,2019,0,4,4
Germany,Nigeria,2019,3,0,3
Norway,Australia,2019,1,1,2
England,Cameroon,2019,3,0,3
France,Brazil,2019,2,1,3
Spain,United States,2019,1,2,3
Sweden,Canada,2019,1,0,1
Italy,China PR,2019,2,0,2
Netherlands,Japan,2019,2,1,3
Norway,England,2019,0,3,3
France,United States,2019,1,2,3
Italy,Netherlands,2019,0,2,2
Germany,Sweden,2019,1,2,3
England,United States,2019,1,2,3
Netherlands,Sweden,2019,1,0,1
England,Sweden,2019,1,2,3
United States,Netherlands,2019,2,0,2
Malta,Israel,2019,1,1,2
Azerbaijan,Czech Republic,2019,0,4,4
Finland,Cyprus,2019,4,0,4
United States,Republic of Ireland,2019,3,0,3
Turkey,Netherlands,2019,0,8,8
Italy,Georgia,2019,6,0,6
Albania,Scotland,2019,0,5,5
Slovakia,Hungary,2019,0,0,0
North Macedonia,Austria,2019,0,3,3
Romania,Lithuania,2019,3,0,3
Croatia,Belgium,2019,1,4,5
Norway,Northern Ireland,2019,6,0,6
Israel,Italy,2019,2,3,5
Denmark,Malta,2019,8,0,8
Iceland,Hungary,2019,4,1,5
Lithuania,Croatia,2019,1,2,3
Faroe Islands,Wales,2019,0,6,6
United States,Portugal,2019,4,0,4
Estonia,Netherlands,2019,0,7,7
Slovenia,Russia,2019,0,1,1
Kosovo,Turkey,2019,2,0,2
Bosnia and Herzegovina,Georgia,2019,7,1,8
Moldova,Czech Republic,2019,0,7,7
Scotland,Cyprus,2019,8,0,8
Northern Ireland,Norway,2019,0,6,6
Costa Rica,Chile,2019,0,1,1
Brazil,Argentina,2019,5,0,5
Germany,Montenegro,2019,10,0,10
Kazakhstan,Serbia,2019,0,3,3
Costa Rica,Argentina,2019,3,1,4
Brazil,Chile,2019,0,0,0
Albania,Finland,2019,0,3,3
Iceland,Slovakia,2019,1,0,1
Slovenia,Kosovo,2019,5,0,5
Russia,Estonia,2019,4,0,4
Netherlands,Turkey,2019,3,0,3
Georgia,Italy,2019,0,1,1
Bosnia and Herzegovina,Malta,2019,2,0,2
Israel,Denmark,2019,0,3,3
Latvia,Sweden,2019,1,4,5
Austria,North Macedonia,2019,3,0,3
Switzerland,Lithuania,2019,4,0,4
Belgium,Croatia,2019,6,1,7
Ukraine,Germany,2019,0,8,8
Republic of Ireland,Montenegro,2019,2,0,2
Belarus,Faroe Islands,2019,6,0,6
Wales,Northern Ireland,2019,2,2,4
United States,Portugal,2019,3,0,3
France,Serbia,2019,6,0,6
North Macedonia,Kazakhstan,2019,4,1,5
United States,South Korea,2019,2,0,2
Turkey,Estonia,2019,0,0,0
Slovenia,Netherlands,2019,2,4,6
Denmark,Bosnia and Herzegovina,2019,2,0,2
Malta,Italy,2019,0,2,2
Spain,Azerbaijan,2019,4,0,4
Albania,Portugal,2019,0,1,1
Latvia,Slovakia,2019,1,2,3
Hungary,Sweden,2019,0,5,5
Lithuania,Switzerland,2019,0,3,3
Belarus,Norway,2019,1,7,8
North Macedonia,Serbia,2019,0,6,6
Germany,Ukraine,2019,8,0,8
United States,South Korea,2019,1,1,2
Turkey,Slovenia,2019,1,6,7
Estonia,Kosovo,2019,1,2,3
Netherlands,Russia,2019,2,0,2
Italy,Bosnia and Herzegovina,2019,2,0,2
Georgia,Denmark,2019,0,2,2
Czech Republic,Spain,2019,1,5,6
Finland,Albania,2019,8,1,9
Sweden,Slovakia,2019,7,0,7
Latvia,Iceland,2019,0,6,6
Kazakhstan,France,2019,0,3,3
Serbia,Austria,2019,0,1,1
Romania,Belgium,2019,0,1,1
Switzerland,Croatia,2019,2,0,2
Greece,Germany,2019,0,5,5
Republic of Ireland,Ukraine,2019,3,2,5
Faroe Islands,Norway,2019,0,13,13
Belarus,Wales,2019,0,1,1
Moldova,Azerbaijan,2019,3,1,4
Brazil,Canada,2019,4,0,4
China PR,New Zealand,2019,2,0,2
United States,Sweden,2019,3,2,5
Canada,New Zealand,2019,3,0,3
China PR,Brazil,2019,0,0,0
Japan,South Africa,2019,2,0,2
United States,Costa Rica,2019,6,0,6
Netherlands,Slovenia,2019,4,1,5
Italy,Malta,2019,5,0,5
Israel,Bosnia and Herzegovina,2019,1,3,4
Denmark,Georgia,2019,14,0,14
Poland,Spain,2019,0,0,0
Portugal,Finland,2019,1,1,2
Hungary,Latvia,2019,4,0,4
Austria,Kazakhstan,2019,9,0,9
Switzerland,Romania,2019,6,0,6
Belgium,Lithuania,2019,6,0,6
Greece,Republic of Ireland,2019,1,1,2
Northern Ireland,Wales,2019,0,0,0
United States,Haiti,2020,4,0,4
United States,Panama,2020,8,0,8
United States,Costa Rica,2020,6,0,6
United States,Mexico,2020,4,0,4
United States,Canada,2020,3,0,3
France,Canada,2020,1,0,1
Netherlands,Brazil,2020,0,0,0
Denmark,Norway,2020,1,2,3
Germany,Sweden,2020,1,0,1
New Zealand,Belgium,2020,1,1,2
Portugal,Italy,2020,1,2,3
Romania,Hong Kong,2020,4,1,5
Chile,Ghana,2020,3,0,3
Northern Ireland,Iceland,2020,0,1,1
Ukraine,Scotland,2020,0,3,3
Spain,Japan,2020,3,1,4
United States,England,2020,2,0,2
Croatia,Mexico,2020,1,1,2
Czech Republic,Finland,2020,1,1,2
Serbia,North Macedonia,2020,8,1,9
Canada,Netherlands,2020,0,0,0
France,Brazil,2020,1,0,1
Sweden,Denmark,2020,1,2,3
Portugal,Belgium,2020,0,1,1
Germany,Norway,2020,4,0,4
New Zealand,Italy,2020,0,3,3
Portugal,Sweden,2020,0,2,2
Hong Kong,Hungary,2020,0,4,4
Belarus,Romania,2020,1,1,2
Kenya,Chile,2020,0,5,5
Scotland,Iceland,2020,1,0,1
Ukraine,Northern Ireland,2020,4,0,4
Japan,England,2020,0,1,1
United States,Spain,2020,1,0,1
Finland,Croatia,2020,2,3,5
Mexico,Slovakia,2020,2,2,4
Brazil,Canada,2020,2,2,4
France,Netherlands,2020,3,3,6
Belgium,Denmark,2020,0,4,4
New Zealand,Norway,2020,1,2,3
Romania,Hungary,2020,1,7,8
Chile,Northern Ireland,2020,5,0,5
Ghana,Kenya,2020,3,1,4
Iceland,Ukraine,2020,1,0,1
Northern Ireland,Scotland,2020,1,2,3
England,Spain,2020,0,1,1
United States,Japan,2020,3,1,4
Mexico,Czech Republic,2020,0,0,0
Slovakia,Finland,2020,2,4,6
Bosnia and Herzegovina,Israel,2020,1,0,1
Malta,Georgia,2020,2,1,3
Republic of Ireland,Greece,2020,1,0,1
Kosovo,Russia,2020,0,5,5
Poland,Moldova,2020,5,0,5
Bosnia and Herzegovina,Denmark,2020,0,4,4
Sweden,Hungary,2020,8,0,8
Iceland,Latvia,2020,9,0,9
Russia,Netherlands,2020,0,1,1
Kosovo,Estonia,2020,2,0,2
Slovenia,Turkey,2020,3,1,4
Czech Republic,Poland,2020,0,0,0
Serbia,France,2020,0,2,2
Belgium,Romania,2020,6,1,7
Croatia,Switzerland,2020,1,1,2
Montenegro,Ukraine,2020,1,3,4
Faroe Islands,Northern Ireland,2020,0,6,6
Moldova,Spain,2020,0,9,9
Germany,Republic of Ireland,2020,3,0,3
Estonia,Russia,2020,0,3,3
Bosnia and Herzegovina,Italy,2020,0,5,5
Malta,Denmark,2020,0,8,8
Poland,Czech Republic,2020,0,2,2
Latvia,Hungary,2020,0,5,5
Iceland,Sweden,2020,1,1,2
Kazakhstan,Austria,2020,0,5,5
North Macedonia,France,2020,0,7,7
Romania,Croatia,2020,4,1,5
Switzerland,Belgium,2020,2,1,3
Montenegro,Germany,2020,0,3,3
Ukraine,Greece,2020,4,0,4
Norway,Wales,2020,1,0,1
Faroe Islands,Belarus,2020,0,2,2
Kosovo,Slovenia,2020,0,3,3
Israel,Georgia,2020,4,0,4
Malta,Bosnia and Herzegovina,2020,2,3,5
Denmark,Israel,2020,4,0,4
Sweden,Latvia,2020,7,0,7
Greece,Montenegro,2020,1,0,1
Wales,Faroe Islands,2020,4,0,4
Russia,Slovenia,2020,1,0,1
Turkey,Kosovo,2020,0,0,0
Netherlands,Estonia,2020,7,0,7
Poland,Azerbaijan,2020,3,0,3
Spain,Czech Republic,2020,4,0,4
Cyprus,Portugal,2020,0,3,3
Scotland,Albania,2020,3,0,3
Hungary,Slovakia,2020,1,2,3
France,North Macedonia,2020,11,0,11
Lithuania,Romania,2020,0,4,4
Ukraine,Republic of Ireland,2020,1,0,1
Serbia,Kazakhstan,2020,4,1,5
Russia,Turkey,2020,4,2,6
Kosovo,Netherlands,2020,0,6,6
Georgia,Israel,2020,1,2,3
Italy,Denmark,2020,1,3,4
Moldova,Poland,2020,0,3,3
Czech Republic,Azerbaijan,2020,3,0,3
Finland,Scotland,2020,1,0,1
Portugal,Cyprus,2020,1,0,1
Slovakia,Latvia,2020,2,0,2
Sweden,Iceland,2020,2,0,2
Austria,France,2020,0,0,0
Romania,Switzerland,2020,0,2,2
Lithuania,Belgium,2020,0,9,9
Greece,Ukraine,2020,0,4,4
Wales,Norway,2020,0,1,1
Belarus,Northern Ireland,2020,0,1,1
Azerbaijan,Poland,2020,0,5,5
Cyprus,Albania,2020,0,2,2
Montenegro,Republic of Ireland,2020,0,3,3
Georgia,Malta,2020,0,4,4
Slovakia,Iceland,2020,1,3,4
Netherlands,United States,2020,0,2,2
Estonia,Turkey,2020,0,4,4
Russia,Kosovo,2020,3,0,3
Spain,Moldova,2020,10,0,10
Albania,Cyprus,2020,4,0,4
Portugal,Scotland,2020,1,0,1
Kazakhstan,North Macedonia,2020,0,3,3
France,Austria,2020,3,0,3
Croatia,Lithuania,2020,1,0,1
Germany,Greece,2020,6,0,6
Northern Ireland,Belarus,2020,3,2,5
Turkey,Russia,2020,1,2,3
Slovenia,Estonia,2020,2,0,2
Netherlands,Kosovo,2020,6,0,6
Georgia,Bosnia and Herzegovina,2020,0,3,3
Israel,Malta,2020,0,2,2
Denmark,Italy,2020,0,0,0
Czech Republic,Moldova,2020,7,0,7
Portugal,Albania,2020,1,0,1
Scotland,Finland,2020,0,1,1
Hungary,Iceland,2020,0,1,1
Slovakia,Sweden,2020,0,6,6
Austria,Serbia,2020,1,0,1
France,Kazakhstan,2020,12,0,12
Belgium,Switzerland,2020,4,0,4
Ukraine,Montenegro,2020,2,1,3
Republic of Ireland,Germany,2020,1,3,4
Northern Ireland,Faroe Islands,2020,5,1,6
Wales,Belarus,2020,3,0,3
United States,Colombia,2021,4,0,4
United States,Colombia,2021,6,0,6
Serbia,India,2021,2,0,2
Equatorial Guinea,Uzbekistan,2021,0,5,5
Azerbaijan,Spain,2021,0,13,13
United States,Canada,2021,1,0,1
Cyprus,Scotland,2021,0,10,10
Finland,Portugal,2021,1,0,1
Ukraine,Serbia,2021,1,1,2
India,Russia,2021,0,8,8
Nigeria,Uzbekistan,2021,1,0,1
United States,Brazil,2021,2,0,2
Estonia,Slovenia,2021,0,9,9
Azerbaijan,Moldova,2021,1,0,1
Spain,Poland,2021,3,0,3
Scotland,Portugal,2021,0,2,2
Cyprus,Finland,2021,0,5,5
Croatia,Romania,2021,0,1,1
India,Ukraine,2021,2,3,5
Serbia,Russia,2021,2,0,2
Nigeria,Equatorial Guinea,2021,9,0,9
Italy,Israel,2021,12,0,12
United States,Argentina,2021,6,0,6
Lithuania,Jordan,2021,1,0,1
Argentina,Venezuela,2021,0,0,0
Armenia,Lebanon,2021,2,0,2
Ukraine,Northern Ireland,2021,1,2,3
Portugal,Russia,2021,0,1,1
Czech Republic,Switzerland,2021,1,1,2
Sweden,United States,2021,1,1,2
Lithuania,Lebanon,2021,7,1,8
Armenia,Jordan,2021,1,1,2
Argentina,Venezuela,2021,1,0,1
Basque Country,Argentina,2021,1,0,1
Basque Country,Venezuela,2021,0,0,0
Lebanon,Jordan,2021,0,6,6
Armenia,Lithuania,2021,2,2,4
Northern Ireland,Ukraine,2021,2,0,2
Russia,Portugal,2021,0,0,0
Switzerland,Czech Republic,2021,1,1,2
France,United States,2021,0,2,2
Estonia,Faroe Islands,2021,1,1,2
Lithuania,Latvia,2021,5,0,5
Japan,Mexico,2021,5,1,6
Estonia,Latvia,2021,4,1,5
Lithuania,Faroe Islands,2021,2,0,2
Faroe Islands,Spain,2021,0,10,10
Norway,Armenia,2021,10,0,10
Albania,Kosovo,2021,1,1,2
Turkey,Portugal,2021,1,1,2
Denmark,Malta,2021,7,0,7
Mongolia,South Korea,2021,0,12,12
Slovakia,Sweden,2021,0,1,1
Hungary,Scotland,2021,0,2,2
Belarus,Cyprus,2021,4,1,5
Netherlands,Czech Republic,2021,1,1,2
Latvia,Austria,2021,1,8,9
England,North Macedonia,2021,8,0,8
Northern Ireland,Luxembourg,2021,4,0,4
Poland,Belgium,2021,1,1,2
Italy,Moldova,2021,3,0,3
Switzerland,Lithuania,2021,4,1,5
Romania,Croatia,2021,2,0,2
Greece,France,2021,0,10,10
Estonia,Slovenia,2021,0,4,4
Wales,Kazakhstan,2021,6,0,6
Bosnia and Herzegovina,Montenegro,2021,2,3,5
Nepal,Philippines,2021,1,2,3
Germany,Bulgaria,2021,7,0,7
Bangladesh,Jordan,2021,0,5,5
Malaysia,Thailand,2021,0,4,4
Israel,Portugal,2021,0,4,4
Uzbekistan,Mongolia,2021,12,0,12
Hong Kong,Nepal,2021,0,0,0
Finland,Slovakia,2021,2,1,3
Sweden,Georgia,2021,4,0,4
Hungary,Spain,2021,0,7,7
Scotland,Faroe Islands,2021,7,1,8
Czech Republic,Cyprus,2021,8,0,8
Iceland,Netherlands,2021,0,2,2
North Macedonia,Austria,2021,0,6,6
Northern Ireland,Latvia,2021,4,0,4
Luxembourg,England,2021,0,10,10
Armenia,Poland,2021,0,1,1
Kosovo,Norway,2021,0,3,3
Belgium,Albania,2021,7,0,7
Croatia,Italy,2021,0,5,5
Moldova,Switzerland,2021,0,6,6
Romania,Lithuania,2021,3,0,3
Germany,Serbia,2021,5,1,6
Estonia,Wales,2021,0,1,1
Greece,Kazakhstan,2021,3,2,5
Slovenia,France,2021,2,3,5
Azerbaijan,Denmark,2021,0,8,8
Malta,Bosnia and Herzegovina,2021,2,2,4
Iran,Bangladesh,2021,5,0,5
Palestine,Malaysia,2021,0,2,2
Maldives,Vietnam,2021,0,16,16
Uzbekistan,South Korea,2021,0,4,4
Singapore,Indonesia,2021,0,1,1
Philippines,Hong Kong,2021,2,1,3
Jordan,Iran,2021,0,0,0
Palestine,Thailand,2021,0,7,7
Tajikistan,Maldives,2021,4,0,4
Indonesia,Singapore,2021,1,0,1
Tajikistan,Vietnam,2021,0,7,7
Laos,Taiwan,2021,0,4,4
Myanmar,Lebanon,2021,4,0,4
United Arab Emirates,Guam,2021,2,1,3
Sierra Leone,Gambia,2021,0,2,2
Uganda,Ethiopia,2021,2,0,2
Kenya,South Sudan,2021,8,0,8
Eritrea,Burundi,2021,0,5,5
Malawi,Zambia,2021,1,1,2
Tanzania,Namibia,2021,1,2,3
Zimbabwe,Eswatini,2021,3,1,4
Angola,Botswana,2021,1,5,6
Mozambique,South Africa,2021,0,7,7
Algeria,Sudan,2021,14,0,14
Egypt,Tunisia,2021,2,6,8
Congo,Gabon,2021,2,1,3
Cameroon,Central African Republic,2021,1,0,1
Liberia,Senegal,2021,1,2,3
Mali,Guinea,2021,2,2,4
Guinea-Bissau,Mauritania,2021,1,0,1
Burkina Faso,Benin,2021,2,1,3
Nigeria,Ghana,2021,2,0,2
Niger,Ivory Coast,2021,0,9,9
Bahrain,Laos,2021,0,0,0
Lebanon,United Arab Emirates,2021,1,0,1
Guam,Myanmar,2021,0,8,8
Georgia,Finland,2021,0,3,3
Republic of Ireland,Sweden,2021,0,1,1
Ukraine,Faroe Islands,2021,4,0,4
Latvia,North Macedonia,2021,1,4,5
Albania,Armenia,2021,5,0,5
Belgium,Kosovo,2021,7,0,7
Poland,Norway,2021,0,0,0
Turkey,Bulgaria,2021,1,0,1
Israel,Germany,2021,0,1,1
Portugal,Serbia,2021,2,1,3
Montenegro,Azerbaijan,2021,2,0,2
Denmark,Bosnia and Herzegovina,2021,8,0,8
São Tomé and Príncipe,Togo,2021,0,5,5
Scotland,Hungary,2021,2,1,3
Cyprus,Netherlands,2021,0,8,8
Iceland,Czech Republic,2021,4,0,4
Austria,Luxembourg,2021,5,0,5
Italy,Croatia,2021,3,0,3
Switzerland,Romania,2021,2,0,2
Kazakhstan,Greece,2021,0,1,1
Slovenia,Wales,2021,1,1,2
France,Estonia,2021,11,0,11
